Time Period,period start date,Patient Count,HCP ID,HCP Name,HCO Id,HCO Name,HCP Segment,HCO Segment,Line of therapy,payer segment,channel,HCO Territory,HCO Region,HCO Area,HCO Nation,claims count,New Prescriber Flag,Source_of_business,drug name,class,switch_from,switch_from_class
PR6M,,296,10053,Ethan Barrett,5893,Apollo,Segment 2,Tier 4,1L,Medicare,Online,Virginia_North,Virginia,West,US,319,N,New,Cosentyx,IL-17A,,
PR6M,,333,10014,Logan Wood,3747,Athena,Segment 1,Tier 2,2L,Medicaid,Online,Illinois_Central,Illinois,South,US,484,N,Continuing,Cosentyx,IL-17A,,
PR6M,,414,10157,Olivia Martin,7184,Vertex,Segment 3,Tier 3,1L,Private,Retail,Michigan_Detroit,Michigan,West,US,529,N,New,Humira,TNF,,
PR6M,,401,10041,Leah Chapman,8629,Humira,Segment 4,Tier 3,1L,Medicaid,Online,Massachusetts_Boston,Massachusetts,South,US,657,N,New,Humira,TNF,,
PR6M,,133,10166,Erin Ward,7184,Vertex,Segment 1,Tier 1,1L,Medicaid,Online,Arizona_Phoenix,Arizona,East,US,302,N,New,Humira,TNF,,
PR6M,,155,10023,William Simmons,8629,Humira,Segment 2,Tier 1,3L+,Commercial,Retail,Pennsylvania_East,Pennsylvania,North,US,249,Y,New,Tremfya,IL-23,,
PR6M,,485,10171,Isabella Robinson,7184,Vertex,Segment 3,Tier 4,2L,Medicare,Hospital,Minnesota_TwinCities,Minnesota,North,US,663,N,New,Stelara,IL-12/23,,
PR6M,,434,10135,Justin Wright,8806,Orion,Segment 2,Tier 1,3L+,Medicare,Hospital,Missouri_StLouis,Missouri,North,US,580,N,New,Skyrizi,IL-23,,
PR6M,,270,10115,Evan Daniels,8806,Orion,Segment 4,Tier 1,2L,Private,Hospital,NewYork_Upstate,NewYork,West,US,551,Y,New,Tremfya,IL-23,,
PR6M,,264,10004,Andrew Harris,3747,Athena,Segment 4,Tier 2,2L,Medicaid,Hospital,Pennsylvania_West,Pennsylvania,East,US,427,N,New,ILUMYA,IL-23,,
PR6M,,211,10118,Angela Campbell,8806,Orion,Segment 4,Tier 4,3L+,Commercial,Hospital,Alabama_Birmingham,Alabama,East,US,360,Y,Continuing,Cosentyx,IL-17A,,
PR6M,,261,10015,Megan Lewis,3747,Athena,Segment 1,Tier 1,1L,Medicaid,Retail,Indiana_Indianapolis,Indiana,East,US,553,Y,New,Humira,TNF,,
PR6M,,353,10027,Jessica Wilson,8629,Humira,Segment 2,Tier 4,3L+,Medicaid,Online,Colorado_Denver,Colorado,South,US,496,Y,Continuing,Stelara,IL-12/23,,
PR6M,,84,10070,Owen Marshall,1064,Zenith,Segment 3,Tier 1,2L,Medicare,Hospital,Arizona_Phoenix,Arizona,West,US,108,N,Continuing,Cosentyx,IL-17A,,
PR6M,,157,10055,Nathan Stevens,5893,Apollo,Segment 1,Tier 4,3L+,Private,Online,Illinois_Central,Illinois,South,US,209,N,New,BIMZLEX,IL-17A & IL-17F,,
PR6M,,365,10075,Vanessa Richardson,1064,Zenith,Segment 4,Tier 3,3L+,Medicaid,Retail,Colorado_Denver,Colorado,East,US,543,Y,Continuing,ILUMYA,IL-23,,
PR6M,,335,10159,Audrey Knight,7184,Vertex,Segment 3,Tier 3,3L+,Medicare,Hospital,Virginia_North,Virginia,West,US,361,Y,Continuing,Humira,TNF,,
PR6M,,94,10067,Connor Robertson,5893,Apollo,Segment 2,Tier 2,1L,Private,Hospital,Georgia_Atlanta,Georgia,South,US,205,Y,Continuing,Stelara,IL-12/23,,
PR6M,,448,10113,Leo Matthews,8806,Orion,Segment 3,Tier 1,1L,Private,Hospital,Florida_West,Florida,North,US,506,Y,Continuing,BIMZLEX,IL-17A & IL-17F,,
PR6M,,457,10151,Benjamin Long,2685,Helix,Segment 3,Tier 1,3L+,Private,Online,Florida_West,Florida,East,US,525,Y,New,Tremfya,IL-23,,
PR6M,,225,10126,Leah Reynolds,8806,Orion,Segment 2,Tier 2,2L,Private,Retail,NewYork_Metro,NewYork,South,US,472,Y,Continuing,BIMZLEX,IL-17A & IL-17F,,
PR6M,,370,10051,Julian Duncan,5893,Apollo,Segment 3,Tier 2,1L,Private,Online,Ohio_Cleveland,Ohio,West,US,408,N,New,BIMZLEX,IL-17A & IL-17F,,
PR6M,,353,10135,Justin Wright,8806,Orion,Segment 3,Tier 4,3L+,Commercial,Retail,Washington_State,Washington,East,US,440,N,Continuing,BIMZLEX,IL-17A & IL-17F,,
PR6M,,233,10012,Chloe Rivera,3747,Athena,Segment 1,Tier 3,3L+,Medicaid,Hospital,Pennsylvania_West,Pennsylvania,East,US,460,N,Continuing,Cosentyx,IL-17A,,
PR6M,,350,10157,Olivia Martin,7184,Vertex,Segment 1,Tier 4,1L,Private,Online,Missouri_StLouis,Missouri,East,US,511,Y,Continuing,BIMZLEX,IL-17A & IL-17F,,
PR6M,,237,10178,Joseph Martinez,7184,Vertex,Segment 2,Tier 2,2L,Private,Retail,Pennsylvania_East,Pennsylvania,West,US,279,N,Continuing,Skyrizi,IL-23,,
PR6M,,425,10058,Ellie Spencer,5893,Apollo,Segment 1,Tier 4,3L+,Medicare,Hospital,NewYork_Upstate,NewYork,South,US,663,Y,Continuing,Tremfya,IL-23,,
PR6M,,341,10074,David Thompson,1064,Zenith,Segment 4,Tier 3,3L+,Commercial,Hospital,NewYork_Upstate,NewYork,South,US,506,N,Continuing,Humira,TNF,,
PR6M,,366,10075,Vanessa Richardson,1064,Zenith,Segment 2,Tier 1,1L,Private,Online,NewYork_Metro,NewYork,South,US,436,Y,Continuing,ILUMYA,IL-23,,
PR6M,,441,10022,Jason Ramirez,8629,Humira,Segment 3,Tier 4,2L,Private,Online,Georgia_Atlanta,Georgia,East,US,593,Y,Continuing,Cosentyx,IL-17A,,
PR6M,,65,10159,Audrey Knight,7184,Vertex,Segment 4,Tier 4,2L,Medicaid,Retail,Georgia_Atlanta,Georgia,West,US,100,Y,New,ILUMYA,IL-23,,
PR6M,,443,10009,Anna Boyd,3747,Athena,Segment 1,Tier 2,1L,Medicare,Online,Alabama_Birmingham,Alabama,East,US,708,Y,New,Humira,TNF,,
PR6M,,228,10009,Anna Boyd,3747,Athena,Segment 2,Tier 1,2L,Medicaid,Retail,Ohio_Cleveland,Ohio,North,US,517,Y,Continuing,ILUMYA,IL-23,,
PR6M,,169,10086,Sophia Garcia,1064,Zenith,Segment 4,Tier 3,2L,Medicaid,Online,Michigan_Detroit,Michigan,East,US,306,N,Continuing,Humira,TNF,,
PR6M,,342,10111,Grace Oliver,8806,Orion,Segment 2,Tier 3,2L,Commercial,Retail,Texas_South,Texas,North,US,623,Y,New,ILUMYA,IL-23,,
PR6M,,452,10014,Logan Wood,3747,Athena,Segment 4,Tier 4,1L,Medicaid,Retail,Washington_State,Washington,West,US,498,Y,Continuing,Stelara,IL-12/23,,
PR6M,,473,10000,Michael Johnson,3747,Athena,Segment 4,Tier 4,1L,Medicare,Hospital,Virginia_South,Virginia,West,US,510,N,New,Cosentyx,IL-17A,,
PR6M,,378,10086,Sophia Garcia,1064,Zenith,Segment 3,Tier 2,3L+,Medicaid,Retail,Ohio_Cleveland,Ohio,South,US,576,N,New,Humira,TNF,,
PR6M,,133,10139,Maya Shaw,2685,Helix,Segment 1,Tier 2,2L,Medicaid,Hospital,Illinois_Central,Illinois,East,US,178,Y,Continuing,Tremfya,IL-23,,
PR6M,,461,10066,Anthony Rodriguez,5893,Apollo,Segment 1,Tier 4,3L+,Private,Online,Michigan_Detroit,Michigan,South,US,675,Y,Continuing,Tremfya,IL-23,,
PR6M,,391,10012,Chloe Rivera,3747,Athena,Segment 1,Tier 2,3L+,Commercial,Hospital,NewYork_Upstate,NewYork,South,US,532,Y,Continuing,ILUMYA,IL-23,,
PR6M,,177,10126,Leah Reynolds,8806,Orion,Segment 3,Tier 1,3L+,Commercial,Retail,Alabama_Birmingham,Alabama,North,US,408,Y,Continuing,Stelara,IL-12/23,,
PR6M,,212,10102,Hannah Turner,2585,Nova,Segment 2,Tier 2,1L,Commercial,Hospital,Louisiana_NewOrleans,Louisiana,North,US,255,Y,Continuing,Humira,TNF,,
PR6M,,348,10077,Angel Ortiz,1064,Zenith,Segment 4,Tier 1,1L,Commercial,Online,Virginia_South,Virginia,West,US,443,Y,New,Cosentyx,IL-17A,,
PR6M,,149,10102,Hannah Turner,2585,Nova,Segment 3,Tier 4,1L,Medicaid,Online,Missouri_StLouis,Missouri,East,US,441,N,Continuing,Humira,TNF,,
PR6M,,192,10103,Rachel Roberts,2585,Nova,Segment 1,Tier 4,1L,Commercial,Retail,Pennsylvania_West,Pennsylvania,South,US,459,Y,New,Cosentyx,IL-17A,,
PR6M,,101,10013,Charles Clark,3747,Athena,Segment 3,Tier 1,1L,Medicare,Retail,Colorado_Denver,Colorado,North,US,343,N,New,Skyrizi,IL-23,,
PR6M,,421,10097,Daniel Pierce,2585,Nova,Segment 3,Tier 4,2L,Medicare,Retail,Virginia_North,Virginia,North,US,629,Y,Continuing,Stelara,IL-12/23,,
PR6M,,287,10074,David Thompson,1064,Zenith,Segment 4,Tier 1,1L,Private,Hospital,Tennessee_Nashville,Tennessee,West,US,510,N,Continuing,Tremfya,IL-23,,
PR6M,,202,10118,Angela Campbell,8806,Orion,Segment 4,Tier 2,3L+,Medicaid,Hospital,Illinois_Central,Illinois,South,US,486,Y,New,Tremfya,IL-23,,
PR6M,,431,10069,Julie Morgan,1064,Zenith,Segment 3,Tier 2,2L,Medicare,Online,Missouri_StLouis,Missouri,East,US,662,N,New,Skyrizi,IL-23,,
PR6M,,107,10125,Addison Gibson,8806,Orion,Segment 3,Tier 4,1L,Medicaid,Online,Pennsylvania_West,Pennsylvania,South,US,267,N,New,Tremfya,IL-23,,
PR6M,,412,10025,Jonathan Henry,8629,Humira,Segment 1,Tier 2,3L+,Medicaid,Online,NewYork_Metro,NewYork,West,US,560,N,Continuing,Cosentyx,IL-17A,,
PR6M,,456,10098,Noah Kelly,2585,Nova,Segment 4,Tier 4,3L+,Private,Online,Florida_West,Florida,North,US,549,Y,New,ILUMYA,IL-23,,
PR6M,,54,10154,Sarah Taylor,7184,Vertex,Segment 3,Tier 2,3L+,Medicare,Hospital,Pennsylvania_West,Pennsylvania,North,US,192,N,New,Humira,TNF,,
PR6M,,197,10141,Wyatt Gomez,2685,Helix,Segment 1,Tier 3,2L,Medicare,Retail,Minnesota_TwinCities,Minnesota,East,US,366,N,Continuing,ILUMYA,IL-23,,
PR6M,,188,10021,Stephanie Allen,8629,Humira,Segment 3,Tier 4,3L+,Private,Hospital,Virginia_North,Virginia,East,US,478,Y,New,Humira,TNF,,
PR6M,,379,10097,Daniel Pierce,2585,Nova,Segment 1,Tier 3,2L,Private,Online,Pennsylvania_West,Pennsylvania,West,US,402,N,Continuing,ILUMYA,IL-23,,
PR6M,,216,10092,Tyler Mitchell,2585,Nova,Segment 3,Tier 1,3L+,Medicare,Online,Texas_North,Texas,North,US,242,Y,Continuing,Stelara,IL-12/23,,
PR6M,,100,10093,Aurora Ellis,2585,Nova,Segment 2,Tier 2,2L,Commercial,Hospital,NorthCarolina_Central,NorthCarolina,East,US,184,N,Continuing,Skyrizi,IL-23,,
PR6M,,159,10086,Sophia Garcia,1064,Zenith,Segment 4,Tier 4,3L+,Medicare,Online,Missouri_StLouis,Missouri,East,US,449,Y,New,BIMZLEX,IL-17A & IL-17F,,
PR6M,,485,10080,Stella Cruz,1064,Zenith,Segment 1,Tier 2,3L+,Private,Retail,Tennessee_Nashville,Tennessee,East,US,685,N,New,BIMZLEX,IL-17A & IL-17F,,
PR6M,,103,10039,Amelia Powell,8629,Humira,Segment 2,Tier 2,3L+,Private,Retail,NewYork_Metro,NewYork,North,US,395,Y,Continuing,Stelara,IL-12/23,,
PR6M,,365,10010,Zoey Hamilton,3747,Athena,Segment 4,Tier 4,1L,Commercial,Retail,Louisiana_NewOrleans,Louisiana,South,US,658,Y,Continuing,Stelara,IL-12/23,,
PR6M,,304,10014,Logan Wood,3747,Athena,Segment 3,Tier 1,2L,Medicaid,Online,California_North,California,East,US,587,N,Continuing,Tremfya,IL-23,,
PR6M,,63,10137,Hailey Jenkins,2685,Helix,Segment 2,Tier 4,1L,Commercial,Retail,Alabama_Birmingham,Alabama,East,US,303,N,New,Cosentyx,IL-17A,,
PR6M,,439,10031,Jeremiah Holmes,8629,Humira,Segment 4,Tier 1,1L,Commercial,Retail,Massachusetts_Boston,Massachusetts,North,US,738,Y,New,BIMZLEX,IL-17A & IL-17F,,
PR6M,,75,10126,Leah Reynolds,8806,Orion,Segment 3,Tier 3,2L,Medicaid,Hospital,California_North,California,North,US,342,N,Continuing,Humira,TNF,,
PR6M,,94,10097,Daniel Pierce,2585,Nova,Segment 1,Tier 1,3L+,Medicare,Online,Missouri_StLouis,Missouri,North,US,236,Y,New,Skyrizi,IL-23,,
PR6M,,103,10104,Caleb Owens,2585,Nova,Segment 3,Tier 3,1L,Medicare,Online,Oregon_Portland,Oregon,South,US,263,Y,New,Cosentyx,IL-17A,,
PR6M,,433,10143,Patrick Stewart,2685,Helix,Segment 2,Tier 3,3L+,Medicare,Retail,Florida_East,Florida,North,US,500,Y,New,Cosentyx,IL-17A,,
PR6M,,284,10136,Ariana Andrews,2685,Helix,Segment 2,Tier 1,2L,Medicaid,Retail,Alabama_Birmingham,Alabama,East,US,329,N,Continuing,ILUMYA,IL-23,,
PR6M,,169,10099,Kayla Gray,2585,Nova,Segment 2,Tier 2,1L,Private,Online,Missouri_StLouis,Missouri,West,US,436,Y,Continuing,BIMZLEX,IL-17A & IL-17F,,
PR6M,,475,10091,Christopher Graham,2585,Nova,Segment 4,Tier 1,1L,Private,Retail,Tennessee_Nashville,Tennessee,South,US,534,N,Continuing,ILUMYA,IL-23,,
PR6M,,367,10072,Avery Diaz,1064,Zenith,Segment 4,Tier 3,3L+,Private,Retail,Alabama_Birmingham,Alabama,South,US,588,Y,Continuing,Cosentyx,IL-17A,,
PR6M,,329,10098,Noah Kelly,2585,Nova,Segment 2,Tier 3,3L+,Medicare,Retail,California_North,California,South,US,547,N,New,Tremfya,IL-23,,
PR6M,,50,10045,Mark Lee,5893,Apollo,Segment 4,Tier 2,3L+,Private,Retail,Georgia_Atlanta,Georgia,West,US,76,N,Continuing,Skyrizi,IL-23,,
PR6M,,120,10140,Emily Davis,2685,Helix,Segment 2,Tier 3,1L,Private,Online,NorthCarolina_Central,NorthCarolina,South,US,275,N,Continuing,Humira,TNF,,
PR6M,,207,10012,Chloe Rivera,3747,Athena,Segment 1,Tier 2,2L,Commercial,Retail,Illinois_Central,Illinois,West,US,500,Y,Continuing,ILUMYA,IL-23,,
PR6M,,473,10118,Angela Campbell,8806,Orion,Segment 4,Tier 3,1L,Private,Retail,Georgia_Atlanta,Georgia,North,US,658,Y,New,Tremfya,IL-23,,
PR6M,,334,10134,Adrian Stone,8806,Orion,Segment 3,Tier 3,3L+,Medicaid,Retail,Louisiana_NewOrleans,Louisiana,East,US,490,Y,New,Stelara,IL-12/23,,
PR6M,,410,10010,Zoey Hamilton,3747,Athena,Segment 4,Tier 1,2L,Medicare,Hospital,Alabama_Birmingham,Alabama,West,US,631,N,Continuing,BIMZLEX,IL-17A & IL-17F,,
PR6M,,261,10037,Carson Ferguson,8629,Humira,Segment 4,Tier 2,3L+,Medicaid,Online,Arizona_Phoenix,Arizona,North,US,292,N,Continuing,Cosentyx,IL-17A,,
PR6M,,373,10073,Jordan Mills,1064,Zenith,Segment 1,Tier 1,2L,Commercial,Hospital,Florida_West,Florida,East,US,447,N,New,Tremfya,IL-23,,
PR6M,,420,10006,Victoria Baker,3747,Athena,Segment 3,Tier 1,1L,Medicaid,Retail,Nevada_LasVegas,Nevada,North,US,592,N,New,Stelara,IL-12/23,,
PR6M,,377,10101,Addison Hudson,2585,Nova,Segment 2,Tier 4,3L+,Commercial,Online,Minnesota_TwinCities,Minnesota,West,US,616,Y,New,Cosentyx,IL-17A,,
PR6M,,374,10123,Zachary Bell,8806,Orion,Segment 2,Tier 4,2L,Medicaid,Online,Alabama_Birmingham,Alabama,North,US,553,N,New,Skyrizi,IL-23,,
PR6M,,363,10002,Amanda White,3747,Athena,Segment 1,Tier 2,1L,Medicare,Hospital,Louisiana_NewOrleans,Louisiana,North,US,410,Y,New,BIMZLEX,IL-17A & IL-17F,,
PR6M,,51,10094,Caroline Morales,2585,Nova,Segment 2,Tier 4,1L,Medicaid,Online,Texas_North,Texas,South,US,87,Y,New,Cosentyx,IL-17A,,
PR6M,,302,10145,Ashley Thomas,2685,Helix,Segment 2,Tier 2,3L+,Private,Online,Oregon_Portland,Oregon,West,US,543,Y,New,Cosentyx,IL-17A,,
PR6M,,131,10070,Owen Marshall,1064,Zenith,Segment 2,Tier 3,3L+,Commercial,Retail,Minnesota_TwinCities,Minnesota,South,US,269,Y,Continuing,Skyrizi,IL-23,,
PR6M,,286,10111,Grace Oliver,8806,Orion,Segment 4,Tier 1,1L,Private,Hospital,Washington_State,Washington,West,US,551,Y,New,Cosentyx,IL-17A,,
PR6M,,110,10097,Daniel Pierce,2585,Nova,Segment 1,Tier 4,1L,Medicaid,Retail,Illinois_Central,Illinois,South,US,337,Y,Continuing,Skyrizi,IL-23,,
PR6M,,57,10046,Elena Burns,5893,Apollo,Segment 4,Tier 3,2L,Private,Online,NewYork_Metro,NewYork,South,US,127,N,New,Stelara,IL-12/23,,
PR6M,,171,10069,Julie Morgan,1064,Zenith,Segment 1,Tier 2,1L,Medicare,Online,California_North,California,East,US,206,N,Continuing,ILUMYA,IL-23,,
PR6M,,170,10049,Harrison Knight,5893,Apollo,Segment 1,Tier 4,1L,Medicaid,Online,California_South,California,South,US,244,N,Continuing,Stelara,IL-12/23,,
PR6M,,114,10146,James Anderson,2685,Helix,Segment 3,Tier 2,1L,Commercial,Retail,Massachusetts_Boston,Massachusetts,North,US,368,Y,New,BIMZLEX,IL-17A & IL-17F,,
PR6M,,446,10132,Ella Sanders,8806,Orion,Segment 3,Tier 1,1L,Medicaid,Hospital,Florida_East,Florida,West,US,668,Y,New,Tremfya,IL-23,,
PR6M,,494,10062,Madison Bennett,5893,Apollo,Segment 1,Tier 4,2L,Commercial,Retail,NorthCarolina_Central,NorthCarolina,South,US,757,N,New,Tremfya,IL-23,,
PR6M,,327,10143,Patrick Stewart,2685,Helix,Segment 1,Tier 2,2L,Private,Hospital,Pennsylvania_East,Pennsylvania,East,US,536,N,New,BIMZLEX,IL-17A & IL-17F,,
PR6M,,394,10071,Isaac Fox,1064,Zenith,Segment 1,Tier 3,3L+,Private,Retail,Colorado_Denver,Colorado,East,US,462,Y,Continuing,Stelara,IL-12/23,,
PR6M,,458,10023,William Simmons,8629,Humira,Segment 4,Tier 2,1L,Private,Hospital,Texas_North,Texas,West,US,598,N,Continuing,Skyrizi,IL-23,,
PR6M,,266,10115,Evan Daniels,8806,Orion,Segment 3,Tier 3,2L,Private,Online,Virginia_North,Virginia,West,US,291,Y,New,Skyrizi,IL-23,,
PR6M,,287,10171,Isabella Robinson,7184,Vertex,Segment 3,Tier 1,1L,Medicare,Retail,NewYork_Metro,NewYork,West,US,358,Y,Continuing,Cosentyx,IL-17A,,
PR6M,,352,10092,Tyler Mitchell,2585,Nova,Segment 2,Tier 1,3L+,Medicaid,Hospital,Texas_South,Texas,East,US,504,N,Continuing,Cosentyx,IL-17A,,
PR6M,,296,10058,Ellie Spencer,5893,Apollo,Segment 4,Tier 4,1L,Commercial,Retail,Minnesota_TwinCities,Minnesota,South,US,501,Y,New,Cosentyx,IL-17A,,
PR6M,,128,10077,Angel Ortiz,1064,Zenith,Segment 1,Tier 1,1L,Medicare,Online,Nevada_LasVegas,Nevada,South,US,260,N,New,Stelara,IL-12/23,,
PR6M,,76,10074,David Thompson,1064,Zenith,Segment 3,Tier 2,1L,Medicaid,Retail,Florida_West,Florida,North,US,266,Y,New,Stelara,IL-12/23,,
PR6M,,487,10106,Adam Torres,8806,Orion,Segment 1,Tier 2,3L+,Medicare,Hospital,Georgia_Atlanta,Georgia,East,US,755,Y,New,Skyrizi,IL-23,,
PR6M,,383,10014,Logan Wood,3747,Athena,Segment 4,Tier 4,1L,Commercial,Hospital,Michigan_Detroit,Michigan,East,US,521,Y,Continuing,ILUMYA,IL-23,,
PR6M,,414,10015,Megan Lewis,3747,Athena,Segment 3,Tier 3,3L+,Private,Hospital,Illinois_Central,Illinois,East,US,595,Y,Continuing,Humira,TNF,,
PR6M,,155,10082,David Ford,1064,Zenith,Segment 4,Tier 2,2L,Private,Hospital,Washington_State,Washington,East,US,372,Y,New,BIMZLEX,IL-17A & IL-17F,,
PR6M,,160,10072,Avery Diaz,1064,Zenith,Segment 4,Tier 4,2L,Medicaid,Hospital,Georgia_Atlanta,Georgia,East,US,449,Y,Continuing,BIMZLEX,IL-17A & IL-17F,,
PR6M,,452,10083,Elijah Perry,1064,Zenith,Segment 1,Tier 2,1L,Medicare,Online,Florida_West,Florida,West,US,646,N,New,ILUMYA,IL-23,,
PR6M,,384,10132,Ella Sanders,8806,Orion,Segment 4,Tier 4,3L+,Commercial,Retail,Pennsylvania_West,Pennsylvania,East,US,613,Y,New,ILUMYA,IL-23,,
PR6M,,477,10054,Dylan West,5893,Apollo,Segment 4,Tier 4,1L,Commercial,Retail,Louisiana_NewOrleans,Louisiana,South,US,635,N,New,Skyrizi,IL-23,,
PR6M,,131,10024,Sarah Rice,8629,Humira,Segment 2,Tier 1,2L,Medicaid,Online,Illinois_Central,Illinois,North,US,268,N,Continuing,ILUMYA,IL-23,,
PR6M,,473,10009,Anna Boyd,3747,Athena,Segment 3,Tier 1,2L,Medicare,Online,Nevada_LasVegas,Nevada,West,US,556,Y,New,Skyrizi,IL-23,,
PR6M,,423,10086,Sophia Garcia,1064,Zenith,Segment 2,Tier 2,2L,Medicare,Retail,Tennessee_Nashville,Tennessee,South,US,704,N,Continuing,ILUMYA,IL-23,,
PR6M,,423,10051,Julian Duncan,5893,Apollo,Segment 4,Tier 2,1L,Medicaid,Online,Louisiana_NewOrleans,Louisiana,South,US,701,N,New,Stelara,IL-12/23,,
PR6M,,206,10025,Jonathan Henry,8629,Humira,Segment 2,Tier 3,2L,Private,Hospital,Nevada_LasVegas,Nevada,South,US,325,N,Continuing,Cosentyx,IL-17A,,
PR6M,,399,10003,Evelyn Butler,3747,Athena,Segment 2,Tier 2,2L,Medicaid,Online,Virginia_South,Virginia,West,US,565,Y,Continuing,Tremfya,IL-23,,
PR6M,,190,10026,Nathan Payne,8629,Humira,Segment 1,Tier 3,1L,Medicare,Hospital,Alabama_Birmingham,Alabama,South,US,437,N,New,Humira,TNF,,
PR6M,,370,10127,Aaron Evans,8806,Orion,Segment 4,Tier 2,1L,Medicare,Online,California_North,California,West,US,447,N,New,Humira,TNF,,
PR6M,,467,10045,Mark Lee,5893,Apollo,Segment 2,Tier 4,1L,Private,Hospital,Oregon_Portland,Oregon,South,US,705,N,Continuing,Stelara,IL-12/23,,
PR6M,,94,10018,Lillian Simpson,8629,Humira,Segment 3,Tier 1,1L,Private,Retail,California_North,California,East,US,285,N,New,Tremfya,IL-23,,
PR6M,,61,10104,Caleb Owens,2585,Nova,Segment 4,Tier 2,3L+,Medicare,Retail,Virginia_South,Virginia,North,US,267,Y,Continuing,Humira,TNF,,
PR6M,,311,10079,Naomi Warren,1064,Zenith,Segment 3,Tier 2,1L,Private,Hospital,Ohio_Cleveland,Ohio,South,US,474,Y,Continuing,BIMZLEX,IL-17A & IL-17F,,
PR6M,,254,10139,Maya Shaw,2685,Helix,Segment 3,Tier 4,1L,Medicaid,Online,Colorado_Denver,Colorado,West,US,518,N,New,Humira,TNF,,
PR6M,,459,10120,Harper Flores,8806,Orion,Segment 3,Tier 4,3L+,Commercial,Hospital,Washington_State,Washington,East,US,490,N,New,Tremfya,IL-23,,
PR6M,,410,10159,Audrey Knight,7184,Vertex,Segment 1,Tier 3,2L,Medicare,Hospital,Texas_South,Texas,West,US,513,N,Continuing,Cosentyx,IL-17A,,
PR6M,,169,10086,Sophia Garcia,1064,Zenith,Segment 4,Tier 3,1L,Commercial,Online,NewYork_Metro,NewYork,East,US,220,N,New,Cosentyx,IL-17A,,
PR6M,,412,10009,Anna Boyd,3747,Athena,Segment 3,Tier 4,3L+,Private,Retail,NewYork_Metro,NewYork,North,US,691,Y,New,ILUMYA,IL-23,,
PR6M,,317,10030,Rebecca Hill,8629,Humira,Segment 1,Tier 4,1L,Medicare,Retail,Missouri_StLouis,Missouri,South,US,371,N,New,Tremfya,IL-23,,
PR6M,,350,10141,Wyatt Gomez,2685,Helix,Segment 4,Tier 3,1L,Medicare,Hospital,Massachusetts_Boston,Massachusetts,West,US,443,Y,New,Skyrizi,IL-23,,
PR6M,,437,10104,Caleb Owens,2585,Nova,Segment 2,Tier 3,2L,Medicare,Retail,Ohio_Cleveland,Ohio,West,US,727,N,Continuing,Humira,TNF,,
PR6M,,491,10087,Hunter Porter,1064,Zenith,Segment 1,Tier 2,1L,Medicare,Retail,NewYork_Upstate,NewYork,West,US,623,Y,Continuing,Cosentyx,IL-17A,,
PR6M,,66,10178,Joseph Martinez,7184,Vertex,Segment 3,Tier 3,1L,Private,Hospital,NewYork_Upstate,NewYork,South,US,192,N,Continuing,ILUMYA,IL-23,,
PR6M,,370,10127,Aaron Evans,8806,Orion,Segment 4,Tier 4,1L,Commercial,Hospital,Virginia_South,Virginia,West,US,634,Y,New,Stelara,IL-12/23,,
PR6M,,164,10021,Stephanie Allen,8629,Humira,Segment 3,Tier 3,3L+,Private,Retail,California_South,California,North,US,364,N,Continuing,Tremfya,IL-23,,
PR6M,,101,10050,Isabella Carroll,5893,Apollo,Segment 1,Tier 1,3L+,Commercial,Online,Texas_North,Texas,North,US,272,N,Continuing,ILUMYA,IL-23,,
PR6M,,399,10011,Sophia Palmer,3747,Athena,Segment 4,Tier 1,2L,Commercial,Online,Minnesota_TwinCities,Minnesota,West,US,574,N,New,Humira,TNF,,
PR6M,,472,10174,Thomas McDonald,7184,Vertex,Segment 2,Tier 2,3L+,Commercial,Online,California_North,California,East,US,510,Y,New,Tremfya,IL-23,,
PR6M,,363,10008,Penelope Murray,3747,Athena,Segment 3,Tier 1,3L+,Private,Hospital,Texas_North,Texas,West,US,602,N,Continuing,Tremfya,IL-23,,
PR6M,,282,10022,Jason Ramirez,8629,Humira,Segment 1,Tier 3,3L+,Medicare,Retail,Pennsylvania_West,Pennsylvania,East,US,331,N,New,Skyrizi,IL-23,,
PR6M,,391,10052,Victoria Wells,5893,Apollo,Segment 1,Tier 3,2L,Medicare,Online,Massachusetts_Boston,Massachusetts,West,US,509,N,Continuing,Tremfya,IL-23,,
PR6M,,333,10142,Bella Rose,2685,Helix,Segment 1,Tier 2,3L+,Commercial,Hospital,NewYork_Upstate,NewYork,South,US,465,N,Continuing,Stelara,IL-12/23,,
PR6M,,235,10174,Thomas McDonald,7184,Vertex,Segment 3,Tier 4,3L+,Commercial,Online,Illinois_Central,Illinois,South,US,342,N,New,Skyrizi,IL-23,,
PR6M,,481,10160,Christopher Bishop,7184,Vertex,Segment 2,Tier 4,1L,Medicaid,Hospital,Illinois_Central,Illinois,East,US,741,Y,New,Cosentyx,IL-17A,,
PR6M,,361,10069,Julie Morgan,1064,Zenith,Segment 3,Tier 3,3L+,Medicaid,Retail,California_North,California,West,US,408,N,New,Cosentyx,IL-17A,,
PR6M,,374,10030,Rebecca Hill,8629,Humira,Segment 1,Tier 3,1L,Medicaid,Retail,Colorado_Denver,Colorado,West,US,662,N,New,BIMZLEX,IL-17A & IL-17F,,
PR6M,,151,10179,Peter Howard,7184,Vertex,Segment 2,Tier 2,1L,Private,Online,Florida_West,Florida,West,US,336,N,New,Skyrizi,IL-23,,
